PLZ;Ortschaftsname
3086;Englisberg
3086;Zimmerwald
3084;Wabern
3083;Trimstein
3082;Schlosswil
3078;Richigen
3077;Enggistein
3076;Worb
3075;Rüfenacht BE
3075;Vielbringen b. Worb
3074;Muri b. Bern
3073;Gümligen
3072;Ostermundigen
3068;Utzigen
3067;Boll
3066;Stettlen
3065;Bolligen
3063;Ittigen
3054;Schüpfen
3053;Deisswil b. Münchenbuchsee
3053;Diemerswil
3053;Lätti
3053;Münchenbuchsee
3053;Wiggiswil
3052;Zollikofen
3049;Säriswil
3048;Worblaufen
3047;Bremgarten b. Bern
3046;Wahlendorf
3045;Meikirch
3044;Innerberg
3043;Uettligen
3042;Ortschwaben
3038;Kirchlindach
3037;Herrenschwanden
3036;Detligen
3035;Frieswil
3034;Murzelen
3033;Wohlen b. Bern
3032;Hinterkappelen
3027;Bern
3020;Bern
3019;Bern
3018;Bern
3015;Bern
3014;Bern
3013;Bern
3012;Bern
3011;Bern
3010;Bern
3008;Bern
3007;Bern
3006;Bern
3005;Bern
3004;Bern
2954;Asuel
2953;Fregiécourt
2953;Pleujouse
2952;Cornol
2950;Courgenay
2950;Courtemautruy
2947;Charmoille
2946;Miécourt
2944;Bonfol
2943;Vendlincourt
2942;Alle
2935;Beurnevésin
2933;Damphreux
2933;Lugnez
2932;Coeuve
2926;Boncourt
2925;Buix
2924;Montignez
2923;Courtemaîche
2922;Courchavon
2916;Fahy
2915;Bure
2914;Damvant
2912;Roche-d'Or
2912;Réclère
2908;Grandfontaine
2907;Rocourt
2906;Chevenez
2905;Courtedoux
2904;Bressaucourt
2903;Villars-sur-Fontenais
2902;Fontenais
2900;Porrentruy
2889;Ocourt
2888;Seleute
2887;Soubey
2886;Epiquerez
2885;Epauvillers
2884;Montenol
2883;Montmelon
2882;St-Ursanne
2873;Saulcy
2864;Soulce
2863;Undervelier
2857;Montavon
2856;Boécourt
2855;Glovelier
2854;Bassecourt
2853;Courfaivre
2852;Courtételle
2843;Châtillon JU
2842;Rossemaison
2832;Rebeuvelier
2830;Courrendlin
2830;Vellerat
2829;Vermes
2828;Montsevelier
2827;Mervelier
2827;Schelten
2826;Corban
2825;Courchapoix
2824;Vicques
2823;Courcelon
2822;Courroux
2814;Roggenburg
2813;Ederswiler
2812;Movelier
2807;Lucelle
2807;Pleigne
2806;Mettembert
2805;Soyhières
2803;Bourrignon
2802;Develier
2800;Delémont
2762;Roches BE
2748;Les Ecorcheresses
2748;Souboz
2747;Corcelles BE
2747;Seehof
2746;Crémines
2745;Grandval
2744;Belprahon
2743;Eschert
2742;Perrefitte
2740;Moutier
2738;Court
2736;Sorvilier
2735;Bévilard
2735;Champoz
2735;Malleray
2733;Pontenet
2732;Loveresse
2732;Reconvilier
2732;Saicourt
2732;Saules BE
2723;Mont-Tramelan
2722;Les Reussilles
2720;La Tanne
2720;Tramelan
2718;Fornet-Dessus
2718;Lajoux JU
2717;Fornet-Dessous
2717;Rebévelier
2716;Sornetan
2715;Châtelat
2715;Monible
2714;Le Prédame
2714;Les Genevez JU
2713;Bellelay
2712;Le Fuet
2710;Tavannes
2616;La Cibourg
2616;Renan BE
2615;Montagne-de-Sonvilier
2615;Sonvilier
2613;Villeret
2612;Cormoret
2610;Les Pontins
2610;Mont-Crosin
2610;Mont-Soleil
2610;St-Imier
2608;Courtelary
2608;Montagne-de-Courtelary
2607;Cortébert
2606;Corgémont
2605;Sonceboz-Sombeval
2604;La Heutte
2603;Péry
2577;Finsterhennen
2577;Siselen BE
2576;Lüscherz
2575;Gerolfingen
2575;Hagneck
2575;Täuffelen
2572;Mörigen
2572;Sutz
2565;Jens
2564;Bellmund
2563;Ipsach
2562;Port
2560;Nidau
2558;Aegerten
2557;Studen BE
2556;Scheuren
2556;Schwadernau
2555;Brügg BE
2554;Meinisberg
2553;Safnern
2552;Orpund
2545;Selzach
2544;Bettlach
2543;Lengnau BE
2542;Pieterlen
2540;Grenchen
2538;Romont BE
2537;Vauffelin
2536;Plagne
2535;Frinvillier
2534;Les Prés-d'Orvin
2534;Orvin
2533;Evilard
2532;Macolin
2525;Le Landeron
2523;Lignières
2520;La Neuveville
2518;Nods
2517;Diesse
2516;Lamboing
2515;Prêles
2514;Ligerz
2513;Twann
2512;Tüscherz-Alfermée
2505;Biel/Bienne
2504;Biel/Bienne
2503;Biel/Bienne
2502;Biel/Bienne
2416;Les Brenets
2414;Le Cerneux-Péquignot
2406;La Brévine
2406;La Châtagne
2406;Le Brouillet
2406;Les Taillères
2405;La Chaux-du-Milieu
2400;Le Locle
2400;Le Prévoux
2364;St-Brais
2363;Les Enfers
2362;Montfaucon
2362;Montfavergier
2360;Le Bémont JU
2354;Goumois
2353;Les Pommerats
2350;Saignelégier
2345;La Chaux-des-Breuleux
2345;Le Cerneux-Veusil
2345;Les Breuleux
2340;Le Noirmont
2338;Les Emibois
2338;Muriaux
2336;Les Bois
2333;La Cibourg
2333;La Ferrière
2325;Les Planchettes
2322;Le Crêt-du-Locle
2318;Brot-Plamboz
2316;Les Ponts-de-Martel
2316;Petit-Martel
2314;La Sagne NE
2300;La Chaux-de-Fonds
2300;La Cibourg
2208;Les Hauts-Geneveys
2207;Coffrane
2206;Les Geneveys-sur-Coffrane
2149;Brot-Dessous
2149;Champ-du-Moulin
2149;Fretereules
2127;Les Bayards
2126;Les Verrières
2124;Les Sagnettes
2123;St-Sulpice NE
2117;La Côte-aux-Fées
2116;Mont-de-Buttes
2115;Buttes
2114;Fleurier
2113;Boveresse
2112;Môtiers NE
2108;Couvet
2105;Travers
2103;Noiraigue
2088;Cressier NE
2087;Cornaux NE
2075;Thielle
2075;Wavre
2074;Marin-Epagnier
2073;Enges
2072;St-Blaise
2068;Hauterive NE
2067;Chaumont
2065;Savagnier
2063;Engollon
2063;Fenin
2063;Saules
2063;Vilars NE
2058;Le Pâquier NE
2057;Villiers
2056;Dombresson
2054;Chézard-St-Martin
2054;Les Vieux-Prés
2053;Cernier
2052;Fontainemelon
2052;La Vue-des-Alpes
2046;Fontaines NE
2043;Boudevilliers
2042;Valangin
2037;Montezillon
2037;Montmollin
2036;Cormondrèche
2035;Corcelles NE
2034;Peseux
2028;Vaumarcus
2027;Fresens
2027;Montalchez
2025;Chez-le-Bart
2024;St-Aubin-Sauges
2023;Gorgier
2022;Bevaix
2019;Chambrelien
2019;Rochefort
2017;Boudry
2016;Cortaillod
2015;Areuse
2014;Bôle
2013;Colombier NE
2012;Auvernier
2000;Neuchâtel
1997;Haute-Nendaz
1997;Siviez (Nendaz)
1997;Sornard (Nendaz)
1996;Baar (Nendaz)
1996;Basse-Nendaz
1996;Beuson (Nendaz)
1996;Bieudron (Nendaz)
1996;Brignon (Nendaz)
1996;Condémines (Nendaz)
1996;Fey (Nendaz)
1996;Saclentse
1994;Aproz (Nendaz)
1993;Clèbes (Nendaz)
1993;Veysonnaz
1992;Crête-à-l'Oeil (Les Agettes)
1992;La Vernaz (Les Agettes)
1992;Les Agettes
1992;Les Mayens-de-Sion
1991;Arvillard (Salins)
1991;Misériez (Salins)
1991;Pravidondaz (Salins)
1991;Salins
1991;Turin (Salins)
1988;Les Collons
1988;Thyon
1987;Hérémence
1986;Arolla
1985;La Forclaz VS
1985;La Sage
1985;Villa (Evolène)
1984;La Tour VS
1984;Les Haudères
1983;Evolène
1983;Lanna
1982;Euseigne
1981;Vex
1978;Lens
1977;Icogne
1976;Aven
1976;Daillon
1976;Erde
1975;St-Séverin
1974;Arbaz
1973;Nax
1972;Anzère
1971;Champlan (Grimisuat)
1971;Grimisuat
1969;Eison (St-Martin)
1969;Liez (St-Martin)
1969;St-Martin VS
1969;Suen (St-Martin)
1969;Trogne (St-Martin)
1968;Mase
1967;Bramois
1966;Argnou (Ayent)
1966;Blignou (Ayent)
1966;Botyre (Ayent)
1966;Fortunau (Ayent)
1966;La Place (Ayent)
1966;Luc (Ayent)
1966;Saxonne (Ayent)
1966;Signèse (Ayent)
1966;St-Romain (Ayent)
1966;Villa (Ayent)
1965;Chandolin (Savièse)
1965;Diolly (Savièse)
1965;Drône (Savièse)
1965;Granois (Savièse)
1965;La Muraz (Savièse)
1965;Mayens-de-la-Zour (Savièse)
1965;Monteiller (Savièse)
1965;Ormône (Savièse)
1965;Roumaz (Savièse)
1965;St-Germain (Savièse)
1964;Conthey
1963;Vétroz
1962;Pont-de-la-Morge (Sion)
1961;Vernamiège
1958;St-Léonard
1958;Uvrier
1957;Ardon
1955;Chamoson
1955;Grugnay (Chamoson)
1955;Les Vérines (Chamoson)
1955;Némiaz (Chamoson)
1955;St-Pierre-de-Clages
1950;Sion
1948;Fionnay
1948;Lourtier
1948;Sarreyer
1947;Champsec
1947;Versegères
1946;Bourg-St-Pierre
1945;Chandonne (Liddes)
1945;Chez Petit (Liddes)
1945;Dranse (Liddes)
1945;Fontaine Dessous (Liddes)
1945;Fontaine Dessus (Liddes)
1945;Fornex (Liddes)
1945;Les Moulins VS (Liddes)
1945;Liddes
1945;Palasuit (Liddes)
1945;Petit Vichères (Liddes)
1945;Rive Haute (Liddes)
1945;Vichères (Liddes)
1944;La Fouly VS
1943;Praz-de-Fort
1942;Levron
1941;Cries (Vollèges)
1941;Vollèges
1938;Champex-Lac
1937;Orsières
1936;Verbier
1934;Bruson
1934;Le Châble VS
1933;Chamoille (Sembrancher)
1933;La Garde (Sembrancher)
1933;Sembrancher
1933;Vens (Sembrancher)
1932;Bovernier
1932;Les Valettes (Bovernier)
1929;Trient
1928;Ravoire
1927;Chemin
1926;Fully
1925;Finhaut
1925;Le Châtelard VS
1923;Le Trétien
1923;Les Marécottes
1922;Les Granges (Salvan)
1922;Salvan
1921;Martigny-Croix
1920;Martigny
1918;La Tzoumaz
1914;Auddes-sur-Riddes
1914;Isérables
1913;Saillon
1912;Dugny (Leytron)
1912;Leytron
1912;Montagnon (Leytron)
1912;Produit (Leytron)
1911;Mayens-de-Chamoson
1911;Ovronnaz
1908;Riddes
1907;Saxon
1906;Charrat
1905;Dorénaz
1904;Vernayaz
1903;Collonges
1902;Evionnaz
1899;Torgon
1898;St-Gingolph
1897;Bouveret
1897;Les Evouettes
1896;Miex
1896;Vouvry
1895;Vionnaz
1893;Muraz (Collombey)
1892;Lavey-Village
1892;Lavey-les-Bains
1892;Morcles
1891;Vérossaz
1890;Mex VS
1890;St-Maurice
1885;Chesières
1884;Arveyes
1884;Huémoz
1884;Villars-sur-Ollon
1882;Gryon
1880;Bex
1880;Fenalet-sur-Bex
1880;Frenières-sur-Bex
1880;Les Plans-sur-Bex
1880;Les Posses-sur-Bex
1875;Morgins
1874;Champéry
1873;Champoussin
1873;Les Crosets
1873;Val-d'Illiez
1872;Troistorrents
1871;Choëx
1871;Les Giettes
1870;Monthey
1869;Massongex
1868;Collombey
1867;Ollon VD
1867;Panex
1867;St-Triphon
1866;La Forclaz VD
1865;Les Diablerets
1864;Vers-l'Eglise
1863;Le Sépey
1862;La Comballaz
1862;Les Mosses
1860;Aigle
1856;Corbeyrier
1854;Leysin
1853;Yvorne
1852;Roche VD
1847;Rennaz
1846;Chessel
1845;Noville
1844;Villeneuve VD
1833;Les Avants
1832;Chamby
1832;Villard-sur-Chamby
1824;Caux
1823;Glion
1822;Chernex
1820;Montreux
1820;Territet
1820;Veytaux
1817;Brent
1816;Chailly-Montreux
1815;Clarens
1814;La Tour-de-Peilz
1809;Fenil-sur-Corsier
1808;Les Monts-de-Corsier
1807;Blonay
1806;St-Légier-La Chiésaz
1805;Jongny
1804;Corsier-sur-Vevey
1803;Chardonne
1802;Corseaux
1801;Le Mont-Pèlerin
1800;Vevey
1797;Münchenwiler
1796;Courgevaux
1795;Courlevon
1794;Salvenach
1793;Jeuss
1792;Cordast
1792;Guschelmuth
1791;Courtaman
1789;Lugnorre
1788;Praz (Vully)
1787;Mur (Vully) FR
1787;Mur (Vully) VD
1787;Môtier (Vully)
1786;Sugiez
1785;Cressier FR
1784;Courtepin
1784;Wallenried
1783;Barberêche
1783;Pensier
1782;Autafond
1782;Belfaux
1782;Cormagens
1782;Formangueires
1782;La Corbaz
1782;Lossy
1776;Montagny-la-Ville
1775;Grandsivaz
1775;Mannens
1774;Cousset
1774;Montagny-les-Monts
1773;Chandon
1773;Léchelles
1773;Russy
1772;Grolley
1772;Nierlet-les-Bois
1772;Ponthaux
1763;Granges-Paccot
1762;Givisiez
1757;Noréaz
1756;Lovens
1756;Onnens FR
1754;Avry-sur-Matran
1754;Corjolens
1754;Rosé
1753;Matran
1752;Villars-sur-Glâne
1749;Middes
1748;Torny-le-Grand
1747;Corserey
1746;Prez-vers-Noréaz
1745;Lentigny
1744;Chénens
1742;Autigny
1741;Cottens FR
1740;Neyruz FR
1738;Sangernboden
1737;Plasselb
1736;St. Silvester
1735;Giffers
1734;Tentlingen
1733;Treyvaux
1732;Arconciel
1731;Ependes FR
1730;Ecuvillens
1728;Rossens FR
1727;Corpataux-Magnedens
1727;Magnedens
1726;Farvagny
1726;Farvagny-le-Petit
1726;Grenilles
1726;Posat
1725;Posieux
1724;Bonnefontaine
1724;Essert FR
1724;Ferpicloz
1724;Le Mouret
1724;Montévraz
1724;Oberried FR
1724;Senèdes
1724;Zénauva
1723;Marly
1723;Pierrafortscha
1723;Villarsel-sur-Marly
1722;Bourguillon
1721;Cormérod
1721;Cournillens
1721;Courtion
1721;Misery
1720;Chésopelloz
1720;Corminboeuf
1719;Brünisried
1719;Zumholz
1718;Rechthalten
1717;St. Ursen
1716;Oberschrot
1716;Plaffeien
1716;Schwarzsee
1715;Alterswil FR
1714;Heitenried
1713;St. Antoni
1712;Tafers
1700;Fribourg
1699;Bouloz
1699;Pont (Veveyse)
1699;Porsel
1697;La Joux FR
1697;Les Ecasseys
1696;Vuisternens-en-Ogoz
1695;Estavayer-le-Gibloux
1695;Rueyres-St-Laurent
1695;Villarlod
1695;Villarsel-le-Gibloux
1694;Chavannes-sous-Orsonnens
1694;Orsonnens
1694;Villargiroud
1694;Villarsiviriaux
1692;Massonnens
1691;Villarimboud
1690;Lussy FR
1690;Villaz-St-Pierre
1689;Le Châtelard-près-Romont
1688;Lieffrens
1688;Sommentier
1687;Estévenens
1687;La Magne
1687;Vuisternens-devant-Romont
1686;Grangettes-près-Romont
1686;La Neirigue
1685;Villariaz
1684;Mézières FR
1683;Brenles
1683;Chesalles-sur-Moudon
1683;Sarzens
1682;Cerniaz VD
1682;Dompierre VD
1682;Lovatens
1682;Prévonloup
1682;Villars-Bramard
1681;Billens
1681;Hennens
1680;Berlens
1680;Romont FR
1679;Villaraboud
1678;Siviriez
1677;Prez-vers-Siviriez
1676;Chavannes-les-Forts
1675;Blessens
1675;Mossel
1675;Vauderens
1674;Montet (Glâne)
1674;Morlens
1674;Vuarmarens
1673;Auboranges
1673;Ecublens FR
1673;Gillarens
1673;Promasens
1673;Rue
1670;Bionnens
1670;Esmonts
1670;Ursy
1669;Albeuve
1669;Les Sciernes-d'Albeuve
1669;Lessoc
1669;Montbovon
1669;Neirivue
1667;Enney
1666;Grandvillard
1666;Villars-sous-Mont
1665;Estavannens
1663;Epagny
1663;Gruyères
1663;Moléson-sur-Gruyères
1663;Pringy
1661;Le Pâquier-Montbarry
1660;Château-d'Oex
1660;L'Etivaz
1660;La Lécherette
1660;Les Moulins
1659;Flendruz
1659;Rougemont
1658;La Tine
1658;Rossinière
1657;Abländschen
1656;Im Fang
1656;Jaun
1654;Cerniat FR
1653;Châtel-sur-Montsalvens
1653;Crésuz
1652;Botterens
1652;Villarbeney
1651;Villarvolard
1649;Pont-la-Ville
1648;Hauteville
1647;Corbières
1646;Echarlens
1645;Le Bry
1644;Avry-devant-Pont
1643;Gumefens
1642;Sorens
1638;Morlon
1637;Charmey (Gruyère)
1636;Broc
1635;La Tour-de-Trême
1634;La Roche FR
1633;Marsens
1633;Vuippens
1632;Riaz
1630;Bulle
1628;Vuadens
1627;Vaulruz
1626;Romanens
1626;Rueyres-Treyfayes
1626;Treyfayes
1625;Maules
1625;Sâles (Gruyère)
1624;Grattavache
1624;La Verrerie
1624;Progens
1623;Semsales
1619;Les Paccots
1618;Châtel-St-Denis
1617;Remaufens
1617;Tatroz
1616;Attalens
1615;Bossonnens
1614;Granges (Veveyse)
1613;Maracon
1612;Ecoteaux
1611;Le Crêt-près-Semsales
1610;Châtillens
1610;Oron-la-Ville
1610;Vuibroye
1609;Besencens
1609;Fiaugères
1609;St-Martin FR
1608;Bussigny-sur-Oron
1608;Chapelle (Glâne)
1608;Chesalles-sur-Oron
1608;Oron-le-Châtel
1607;Les Tavernes
1607;Les Thioleyres
1607;Palézieux
1607;Palézieux-Village
1595;Clavaleyres
1595;Faoug
1589;Chabrey
1588;Cudrefin
1587;Constantine
1587;Montmagny
1586;Vallamand
1585;Bellerive VD
1585;Cotterd
1585;Salavaux
1584;Villars-le-Grand
1583;Villarepos
1580;Avenches
1580;Donatyre
1580;Oleyres
1568;Portalban
1567;Delley
1566;Les Friques
1566;St-Aubin FR
1565;Missy
1565;Vallon
1564;Domdidier
1563;Dompierre FR
1562;Corcelles-près-Payerne
1555;Villarzel
1554;Rossens VD
1554;Sédeilles
1553;Châtonnaye
1552;Trey
1551;Vers-chez-Perrin
1545;Chevroux
1544;Gletterens
1543;Grandcour
1542;Rueyres-les-Prés
1541;Bussy FR
1541;Morens FR
1541;Sévaz
1538;Treytorrens (Payerne)
1537;Champtauroz
1536;Combremont-le-Petit
1535;Combremont-le-Grand
1534;Chapelle (Broye)
1534;Sassel
1533;Ménières
1532;Fétigny
1530;Payerne
1529;Cheiry
1528;Praratoud
1528;Surpierre
1527;Villeneuve FR
1526;Cremin
1526;Forel-sur-Lucens
1525;Henniez
1525;Seigneux
1524;Marnand
1523;Granges-près-Marnand
1522;Lucens
1522;Oulens-sur-Lucens
1521;Curtilles
1515;Neyruz-sur-Moudon
1515;Villars-le-Comte
1514;Bussy-sur-Moudon
1513;Hermenches
1513;Rossenges
1512;Chavannes-sur-Moudon
1510;Moudon
1510;Syens
1509;Vucherens
1489;Murist
1486;Vuissens
1485;Nuvilly
1484;Aumont
1484;Granges-de-Vesin
1483;Frasses
1483;Montet (Broye)
1483;Vesin
1482;Cugy FR
1475;Autavaux
1475;Forel FR
1475;Montbrelloz
1474;Châbles FR
1473;Châtillon FR
1473;Font
1470;Bollion
1470;Estavayer-le-Lac
1470;Lully FR
1470;Seiry
1468;Cheyres
1464;Chavannes-le-Chêne
1464;Chêne-Pâquier
1463;Rovray
1462;Yvonand
1454;L'Auberson
1454;La Vraconnaz
1453;Bullet
1453;Mauborget
1452;Les Rasses
1450;La Sagne (Ste-Croix)
1450;Le Château-de-Ste-Croix
1450;Ste-Croix
1446;Baulmes
1445;Vuiteboeuf
1443;Champvent
1443;Essert-sous-Champvent
1443;Villars-sous-Champvent
1442;Montagny-près-Yverdon
1441;Valeyres-sous-Montagny
1439;Rances
1438;Mathod
1437;Suscévaz
1436;Chamblon
1436;Treycovagnes
1435;Essert-Pittet
1434;Ependes VD
1433;Suchy
1432;Belmont-sur-Yverdon
1432;Gressy
1431;Novalles
1431;Vugelles-La Mothe
1430;Orges
1429;Giez
1428;Mutrux
1428;Provence
1427;Bonvillars
1426;Concise
1426;Corcelles-près-Concise
1425;Onnens VD
1424;Champagne
1423;Fontanezier
1423;Romairon
1423;Vaugondry
1423;Villars-Burquin
1422;Grandson
1421;Fontaines-sur-Grandson
1421;Grandevent
1420;Fiez
1418;Vuarrens
1417;Epautheyres
1417;Essertines-sur-Yverdon
1416;Pailly
1415;Démoret
1415;Molondin
1413;Orzens
1412;Ursins
1412;Valeyres-sous-Ursins
1410;Correvon
1410;Denezy
1410;Prévondavaux
1410;St-Cierges
1410;Thierrens
1409;Chanéaz
1408;Prahins
1407;Bioley-Magnoux
1407;Donneloye
1407;Gossens
1407;Mézery-près-Donneloye
1406;Cronay
1405;Pomy
1404;Cuarny
1404;Villars-Epeney
1400;Cheseaux-Noréaz
1400;Yverdon-les-Bains
1377;Oulens-sous-Echallens
1376;Eclagnens
1376;Goumoens-la-Ville
1376;Goumoens-le-Jux
1375;Penthéréaz
1374;Corcelles-sur-Chavornay
1373;Chavornay
1372;Bavois
1358;Valeyres-sous-Rances
1357;Lignerolle
1356;La Russille
1356;Les Clées
1355;L'Abergement
1355;Sergey
1354;Montcherand
1353;Bofflens
1352;Agiez
1350;Orbe
1348;Le Brassus
1347;Le Sentier
1347;Le Solliat
1346;Les Bioux
1345;Le Lieu
1345;Le Séchey
1344;L'Abbaye
1343;Les Charbonnières
1342;Le Pont
1341;Orient
1338;Ballaigues
1337;Vallorbe
1329;Bretonnières
1326;Juriens
1325;Vaulion
1324;Premier
1323;Romainmôtier
1322;Croy
1321;Arnex-sur-Orbe
1318;Pompaples
1317;Orny
1316;Chevilly
1315;La Sarraz
1313;Ferreyres
1312;Eclépens
1308;La Chaux (Cossonay)
1307;Lussery-Villars
1306;Daillens
1305;Penthalaz
1304;Allens
1304;Cossonay-Ville
1304;Dizy
1304;Senarclens
1303;Penthaz
1302;Vufflens-la-Ville
1299;Crans-près-Céligny
1298;Céligny
1297;Founex
1296;Coppet
1295;Mies
1295;Tannay
1294;Genthod
1293;Bellevue
1292;Chambésy
1291;Commugny
1290;Chavannes-des-Bois
1290;Versoix
1288;Aire-la-Ville
1287;Laconnex
1286;Soral
1285;Athenaz (Avusy)
1284;Chancy
1283;Dardagny
1283;La Plaine
1281;Russin
1279;Bogis-Bossey
1279;Chavannes-de-Bogis
1278;La Rippe
1277;Arnex-sur-Nyon
1277;Borex
1276;Gingins
1275;Chéserex
1274;Grens
1274;Signy
1273;Arzier-Le Muids
1272;Genolier
1271;Givrins
1270;Trélex
1269;Bassins
1268;Begnins
1268;Burtigny
1267;Coinsins
1267;Vich
1266;Duillier
1265;La Cure
1264;St-Cergue
1263;Crassier
1262;Eysins
1261;Le Vaud
1261;Longirod
1261;Marchissy
1260;Nyon
1258;Perly
1257;La Croix-de-Rozon
1256;Troinex
1255;Veyrier
1254;Jussy
1253;Vandoeuvres
1252;Meinier
1251;Gy
1248;Hermance
1247;Anières
1246;Corsier GE
1245;Collonge-Bellerive
1244;Choulex
1243;Presinge
1242;Satigny
1241;Puplinge
1239;Collex
1237;Avully
1236;Cartigny
1234;Vessy
1233;Bernex
1232;Confignon
1231;Conches
1228;Plan-les-Ouates
1227;Carouge GE
1227;Les Acacias
1226;Thônex
1225;Chêne-Bourg
1224;Chêne-Bougeries
1223;Cologny
1222;Vésenaz
1220;Les Avanchets
1219;Aïre
1219;Châtelaine
1219;Le Lignon
1218;Le Grand-Saconnex
1217;Meyrin
1216;Cointrin
1215;Genève
1214;Vernier
1213;Onex
1213;Petit-Lancy
1212;Grand-Lancy
1209;Genève
1208;Genève
1207;Genève
1206;Genève
1205;Genève
1204;Genève
1203;Genève
1202;Genève
1201;Genève
1197;Prangins
1196;Gland
1195;Bursinel
1195;Dully
1189;Saubraz
1188;Gimel
1188;St-George
1187;St-Oyens
1186;Essertines-sur-Rolle
1185;Mont-sur-Rolle
1184;Luins
1184;Vinzel
1183;Bursins
1182;Gilly
1180;Rolle
1180;Tartegnin
1176;St-Livres
1175;Lavigny
1174;Montherod
1174;Pizy
1173;Féchy
1172;Bougy-Villars
1170;Aubonne
1169;Yens
1168;Villars-sous-Yens
1167;Lussy-sur-Morges
1166;Perroy
1165;Allaman
1164;Buchillon
1163;Etoy
1162;St-Prex
1149;Berolle
1148;Chavannes-le-Veyron
1148;Cuarnens
1148;L'Isle
1148;La Coudre
1148;La Praz
1148;Mauraz
1148;Moiry VD
1148;Mont-la-Ville
1148;Villars-Bozon
1147;Montricher
1146;Mollens VD
1145;Bière
1144;Ballens
1143;Apples
1142;Pampigny
1141;Sévery
1136;Bussy-Chardonney
1135;Denens
1134;Chigny
1134;Vufflens-le-Château
1132;Lully VD
1131;Tolochenaz
1128;Reverolle
1127;Clarmont
1126;Vaux-sur-Morges
1125;Monnaz
1124;Gollion
1123;Aclens
1122;Romanel-sur-Morges
1121;Bremblens
1117;Grancy
1116;Cottens VD
1115;Vullierens
1114;Colombier VD
1113;St-Saphorin-sur-Morges
1112;Echichens
1110;Morges
1098;Epesses
1097;Riex
1096;Cully
1096;Villette (Lavaux)
1095;Lutry
1094;Paudex
1093;La Conversion
1092;Belmont-sur-Lausanne
1091;Aran
1091;Chenaux
1091;Grandvaux
1090;La Croix (Lutry)
1088;Ropraz
1085;Vulliens
1084;Carrouge VD
1083;Mézières VD
1082;Corcelles-le-Jorat
1081;Montpreveyres
1080;Les Cullayes
1078;Essertes
1077;Servion
1076;Ferlens VD
1073;Mollie-Margot
1073;Savigny
1072;Forel (Lavaux)
1071;Chexbres
1071;Rivaz
1071;St-Saphorin (Lavaux)
1070;Puidoux
1068;Les Monts-de-Pully
1066;Epalinges
1063;Boulens
1063;Chapelle-sur-Moudon
1063;Martherenges
1063;Peyres-Possens
1062;Sottens
1061;Villars-Mendraz
1059;Peney-le-Jorat
1058;Villars-Tiercelin
1055;Froideville
1054;Morrens VD
1053;Bretigny-sur-Morrens
1053;Cugy VD
1052;Le Mont-sur-Lausanne
1047;Oppens
1046;Rueyres
1045;Ogens
1044;Fey
1043;Sugnens
1042;Assens
1042;Bettens
1042;Bioley-Orjulaz
1041;Bottens
1041;Dommartin
1041;Montaubion-Chardonney
1041;Naz
1041;Poliez-Pittet
1041;Poliez-le-Grand
1040;Echallens
1040;St-Barthélemy VD
1040;Villars-le-Terroir
1038;Bercher
1037;Etagnières
1036;Sullens
1035;Bournens
1034;Boussens
1033;Cheseaux-sur-Lausanne
1032;Romanel-sur-Lausanne
1031;Mex VD
1030;Bussigny
1029;Villars-Ste-Croix
1028;Préverenges
1027;Lonay
1026;Denges
1026;Echandens
1025;St-Sulpice VD
1024;Ecublens VD
1023;Crissier
1022;Chavannes-près-Renens
1020;Renens VD
1018;Lausanne
1015;Lausanne
1012;Lausanne
1011;Lausanne
1010;Lausanne
1009;Pully
1008;Jouxtens-Mézery
1008;Prilly
1007;Lausanne
1006;Lausanne
1005;Lausanne
1004;Lausanne
1003;Lausanne
1000;Lausanne 25
1000;Lausanne 26
1000;Lausanne 27
